id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bleurt_score_a1,bleurt_score_a2
108,why did the old woman take the gentleman to a priest's house ?,implicit,"left to himself , the full horror of his coming death rushed upon the young man , and he understood that he had thrown away his sole chance of life . well , if he must , he must , he said to himself , and began to run as fast as he could after the old crone , who by this time could scarcely be seen , even in the moonlight . who would have believed a woman past ninety could walk with such speed ? it seemed more like flying ! but at length , breathless and exhausted , he reached her side , and gas",she wanted him to promise to be her husband in front of witnesses .,the old woman bade the prisoner swear that she should be his wife and this he did in the presence of witnesses .,The old woman was a prisoner .,0.0,0.0,0.0,0.0,0.28571428571428575,0.15384615384615385,0.28571428571428575,0.28571428571428575,0.06833381956448398,"[0.25, 0.14285714285714285, 0.16666666666666666, 0.2]",0.36787944117144233,0.5,7,14,0.028248772304972077,"[0.625, 0.2857142857142857, 0.16666666666666666, 0.2]",0.10170139230422684,0.30434782608695654,7,23,-1.246613,-1.0994214
109,who was lucky andrew ?,implicit,"there was once a rich peasant who had two sons , named john nicholas and lucky andrew . the oldest was one of those fellows of whom one never can quite make head or tail . he was a most unpleasant customer to deal with , and he was more grasping and greedy than the folk of the northland are , as a rule , though it is only too rare to find them unblessed with these attractive qualities . the other , lucky andrew , was wild and high spirited , but always good natured , and no matter how badly off ",the youngest son .,the youngest son .,john nicholas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23505403213046533,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.36787944117144233,0.5,2,4,0.23505403213046533,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.36787944117144233,0.5,2,4,-0.9901825,-0.9901825
110,how did countess fraukirk feel after she listened to lady morna's and paul's conversation ?,implicit,""" let us hold our peace till after yule , "" she pleaded . "" it will be a joy to keep our secret to ourselves for a little space ; there will be time enough then to let all the world know . "" rather reluctantly , earl paul agreed ; and next day he set off for the palace at orphir , leaving his lady - love behind him . little he guessed the danger he was in ! for , all unknown to him , his step - aunt , countess fraukirk , had chanced to be in the hall , the evening before , hidden behind a curtai",angry .,her heart was filled with black rage .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,3.0,6,2,0.15827883685397307,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,-1.6112106,-1.377085
111,how did lady morna feel while paul was leaving for the great palace of orphir ?,implicit,"at these words harold 's vanity was flattered , and he thought that , after all , his step - brother was right , and that he had a very small chance , with his meagre gift of speech , of being successful in his suit . so he threw down his dagger , and , shaking hands with him , begged him to pardon his unkind thoughts , and went down the winding stair again in high good - humour with himself and all the world . by this time it was coming near to the feast of yule , and at that festival it was th",sad .,she was full of sadness .,She was deeply saddened by her departure .,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,4.0,8,2,0.17747405280050269,"[0.3333333333333333, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.3333333333333333,8,6,-0.9242612,-0.04585822
112,why did the happy hunter go to his brother ?,implicit,"one day the happy hunter came to his brother , the skillful fisher , and said : "" well , my brother , i see you go to the sea every day with your fishing rod in your hand , and when you return you come laden with fish . and as for me , it is my pleasure to take my bow and arrow and to hunt the wild animals up the mountains and down in the valleys . for a long time we have each followed our favorite occupation , so that now we must both be tired , you of your fishing and i of my hunting . would i",suggest the exchange hobbies .,to ask if he wanted to switch occupations .,None of the above choices .,0.22222222222222224,0.0,0.22222222222222224,0.22222222222222224,0.0,0.0,0.0,0.0,0.24446151121745047,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",1.0,1.2,6,5,0.1339801428338312,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.6065306597126334,0.6666666666666666,6,9,-1.2633207,-1.0922009
113,what did the nurse long for ?,implicit,"' the king of granada is my father , and i was born in the palace which overlooks the plain of the vega . i was only a few months old when a wicked fairy , who had a spite against my parents , cast a spell over me , bending my back and wrinkling my skin till i looked as if i was a hundred years old , and making me such an object of disgust to everyone , that at length the king ordered my nurse to take my away from the palace . she was the only person who cared about me , and we lived together in",the princess 's wrinkles to disappear .,that the princess ' wrinkled skin should disappear .,None of the above choices,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.1830054742374001,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.6703200460356393,0.7142857142857143,5,7,0.12267223791558805,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.4493289641172217,0.5555555555555556,5,9,-1.5382626,-1.5553582
114,how did countess fraukirk and countess helga feel after they received the sealed packet ?,implicit,"they opened the casement , and with a hoarse croak the creature let the packet drop on to the floor ; then it flapped its great wings and rose slowly into the air again its head turned in the direction of hoy . with fingers that trembled with excitement they broke the seals and undid the packet . it contained a piece of the most beautiful material that anyone could possibly imagine , woven in all the colours of the rainbow , and sparkling with gold and jewels . "" twill make a bonnie waistcoat , ",excited .,excitement .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,3.0,6,2,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,3.0,6,2,-1.4452994,-1.3539082
115,how did the king feel when his wife died ?,implicit,"there was once upon a time a king who had a wife with golden hair , and she was so beautiful that you could n't find anyone like her in the world . it happened that she fell ill , and when she felt that she must soon die , she sent for the king , and said , ' if you want to marry after my death , make no one queen unless she is just as beautiful as i am , and has just such golden hair as i have . promise me this . ' after the king had promised her this , she closed her eyes and died . for a long",devastated .,he felt very sad .,She was so beautiful that you could n't find anyone like her in the world,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06917184228205472,"[0.0625, 0.06666666666666667, 0.07142857142857142, 0.07692307692307693]",1.0,7.5,15,2,0.06917184228205472,"[0.0625, 0.06666666666666667, 0.07142857142857142, 0.07692307692307693]",1.0,3.0,15,5,-1.9097393,-1.5205348
116,how did the king feel about dullhead as a son-in-law ?,implicit,"after a time they all came to a town where a king reigned whose daughter was so serious and solemn that no one could ever manage to make her laugh . so the king had decreed that whoever should succeed in making her laugh should marry her . when dullhead heard this he marched before the princess with his goose and its appendages , and as soon as she saw these seven people continually running after each other she burst out laughing , and could not stop herself . then dullhead claimed her as his br",unhappy .,upset .,dullhead was a king .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2730120862709067,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2730120862709067,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,-1.4185452,-1.4807745
117,why was the widowed mistress the most unfortunate woman in the world ?,implicit,""" madam , "" she said , with a sob in her voice , "" i bid you welcome to the house of kittlerumpit , although you find its mistress one of the most unfortunate women in the world . "" "" hout - tout , "" answered the old lady , in such a harsh voice that the young woman started , and grasped her baby tighter in her arms . "" ye have little need to say that . ye have lost your husband , i grant ye , but there were waur losses at shirra - muir . and now your pig is like to die -- i could , maybe , reme",she lost her husband and her pig .,lost her husband .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15827883685397307,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.5,6,4,-1.5635571,-1.5347934
118,what happened after dullhead shared his cake and drink with the man ?,implicit,"when he got to the forest , he too met the little grey old man , who greeted him and said : ' give me a piece of your cake and a draught from your bottle ; i am so hungry and thirsty . ' and dullhead replied : ' i 've only got a cinder - cake and some sour beer , but if you care to have that , let us sit down and eat . ' so they sat down , and when dullhead brought out his cake he found it had turned into a fine rich cake , and the sour beer into excellent wine . then they ate and drank , and wh",the little man gave dullhead luck because he had a kind heart and shared with him .,the cake turned into a fine rich cake .,The little man ate and drank,0.36363636363636365,0.2,0.36363636363636365,0.36363636363636365,0.14285714285714288,0.0,0.14285714285714288,0.14285714285714288,0.04994547238830256,"[0.5714285714285714, 0.3333333333333333, 0.2, 0.25]",0.15987974607969396,0.35294117647058826,6,17,0.1126634218241493,"[0.14285714285714285, 0.16666666666666666, 0.2, 0.25]",0.6065306597126334,0.6666666666666666,6,9,-1.4042255,-1.3227633
119,why did the king give special orders to the servants to nurse the queen carefully ?,implicit,"now for a time the dragon king and his bride lived very happily . they loved each other dearly , and the bridegroom day after day took delight in showing his bride all the wonders and treasures of his coral palace , and she was never tired of wandering with him through its vast halls and gardens . life seemed to them both like a long summer 's day . two months passed in this happy way , and then the dragon queen fell ill and was obliged to stay in bed . the king was sorely troubled when he saw h",he loved the queen .,so that she will recover quickly .,None of the above choices .,0.22222222222222224,0.0,0.22222222222222224,0.22222222222222224,0.0,0.0,0.0,0.0,0.24446151121745047,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",1.0,1.2,6,5,0.1869843520537038,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.846481724890614,0.8571428571428571,6,7,-1.5111905,-1.3963506
120,why did the leader punish the four men who were told to kill ian last night ?,implicit,"' trust me and eat as you did before , and no harm shall happen to you , ' said she . so ian ate and drank , and fell sound asleep under the cask . in the evening the robbers arrived very tired , and crosser than they had been yesterday , for their luck had turned and they had brought back scarcely anything . ' someone has eaten our dinner again , ' cried they . ' it is the man under the barrel , ' answered the captain . ' let four of you go and kill him , but first slay the other four who prete",he found out ian was still alive .,he thinks they did not kill ian since he is still alive .,Because he is still alive,0.5,0.2,0.5,0.5,0.47058823529411764,0.39999999999999997,0.47058823529411764,0.47058823529411764,0.2118947430943267,"[0.6666666666666666, 0.4, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,0.15340817918113814,"[0.8333333333333334, 0.8, 0.75, 0.6666666666666666]",0.20189651799465547,0.38461538461538464,5,13,-0.49055293,-0.76872075
121,why did the people beg the merchant for the cat ?,implicit,""" eating is hard work in this country , "" said the merchant . "" how is it the folk here have no cats ? "" "" cats ? "" said the people : they did not know what they were . then the merchant had the cat that he had bought for the scullion brought , and when the cat went over the table , the mice had to hurry into their holes , and not in the memory of man had the people been able to eat in such comfort . then they begged and implored the merchant to sell them his cat . at last he said he would let t",the cat would scare the mice away .,the people had been able to eat in such comfort .,None of the above choices .,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.17516432701748888,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,0.10624253482403696,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.43459820850707814,0.5454545454545454,6,11,-1.629781,-1.2948973
122,what happened because the man forgot to buy something for the boy ?,implicit,"now when the merchant had discharged his cargo in foreign parts and had reloaded , and had bought what his servants had desired , he went back to his ship , and was about to shove off . not until then did he remember that the scullion had given him a four - shilling piece , with which to buy him something . "" must i go up to the city again because of this four - shilling piece ? one only has one 's troubles when one bothers with such truck , "" thought the merchant . then along came a woman with ",he bought him a cat .,he saved a cat from being drowned .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.0,6,6,0.15827883685397307,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,-1.4639101,-1.4791892
123,what happened because the happy hunter was quite hidden among the branches of the trees ?,implicit,"he said not a word , however , but silently gazed at them through the foliage of the trees , waiting to see what they would do . he saw that in their hands they carried golden buckets . slowly and gracefully in their trailing garments they approached the well , standing in the shade of the katsura trees , and were about to draw water , all unknowing of the stranger who was watching them , for the happy hunter was quite hidden among the branches of the tree where he had posted himself .",the women did not know he was there .,they were unaware they were being watched .,None of the above choices .,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0,0.14827340167306757,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.6065306597126334,0.6666666666666666,6,9,0.15827883685397307,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,-1.2826885,-1.0467961
124,why did the king have the cook sent to him again ?,implicit,"but when the dance was ended , she disappeared again so quickly that the king could not see which way she went . she ran to her little room and changed herself once more into the many - furred creature , and went into the kitchen to cook the bread - soup . when the cook was upstairs , she fetched the golden spinning - wheel and put it in the dish so that the soup was poured over it . it was brought to the king , who ate it , and liked it as much as the last time . he had the cook sent to him , a",he found a golden spinning - wheel in the soup .,he really liked the soup .,the king had a feast for the third time,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.12507277759788113,"[0.3, 0.1111111111111111, 0.125, 0.14285714285714285]",0.8007374029168082,0.8181818181818182,9,11,0.14113991930789777,"[0.2, 0.1111111111111111, 0.125, 0.14285714285714285]",1.0,1.5,9,6,-1.4740934,-1.7008123
125,how did the widowed mistress feel after she needed to give her son to the old woman ?,implicit,"a joyful woman was the mistress of kittlerumpit when she saw it do this , for she felt that her rent was safe ; and in her relief and gratitude she would have kissed the hem of the strange lady 's green gown , if she would have allowed it , but she would not . "" no , no , "" said she , and her voice sounded harsher than ever . "" let us have no fine meanderings , but let us stick to our bargain . i have done my part , and mended the pig ; now ye must do yours , and give me what i like to ask -- yo",sad .,very sad .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,3.0,6,2,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,2.0,6,3,-1.3468429,-1.2353592
126,why did the widowed mistress make a rash promise ?,implicit,""" madam , "" she said , with a sob in her voice , "" i bid you welcome to the house of kittlerumpit , although you find its mistress one of the most unfortunate women in the world . "" "" hout - tout , "" answered the old lady , in such a harsh voice that the young woman started , and grasped her baby tighter in her arms . "" ye have little need to say that . ye have lost your husband , i grant ye , but there were waur losses at shirra - muir . and now your pig is like to die -- i could , maybe , reme",she was too happy that her pig was going to be saved .,the old woman could ask for anything in return .,None of the above choices .,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.06878769894132081,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.31140322391459774,0.46153846153846156,6,13,0.1255107248036171,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.513417119032592,0.6,6,10,-1.5594654,-1.1433225
127,why did the widowed mistress lay down her child at the tree root ?,implicit,"now in this fir wood there was an old quarry hole , in the bottom of which was a bonnie spring well , the water of which was always sweet and pure . the young widow was walking near this quarry hole , when , to her astonishment , she heard the whirr of a spinning - wheel and the sound of a voice lilting a song . at first she could not think where the sound came from ; then , remembering the quarry , she laid down her child at a tree root , and crept noiselessly through the bushes on her hands an",she wanted to find where the sound came from .,to investigat the noise in the quarry .,None of the above choices .,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.1255107248036171,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.513417119032592,0.6,6,10,0.17516432701748888,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,-1.2741349,-1.3832836
128,what happened after the storm went away ?,implicit,"both rose . the summer night was as dark as if it had been october , the weather - cock creaked , and the storm was raging in every direction . as they went out the sea lay around them as white as now , and the spray was dashing right over the fisher - hut . in all his life matte had never remembered such a night . to launch the boat and put to sea to rescue the net was a thing not to be thought of . the fisherman and his wife stood aghast on the doorstep , holding on fast by the doorpost , whil",a cow appeared .,matte and maie saw a cow outside their home .,matte,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.04186576731652839,"[0.5, 1.0, 1.0, 1.0]",0.049787068367863944,0.25,1,4,0.00012340980408667956,"[1.0, 1.0, 1.0, 1.0]",0.00012340980408667956,0.1,1,10,-1.0493798,-1.7408817
129,how did maie feel after she woke up from her dream ?,implicit,"' heavens , mother , ' said he , ' where are you coming from at such a whirlwind pace , and what makes you in such a dripping condition ? ' maie looked around her amazed , and said , ' where is our two - storey house ? ' ' what house ? ' asked her husband . ' our big house , and the flower garden , and the men and the maids , and the thirty beautiful cows , and the steamer , and everything else ? ' ' you are talking nonsense , mother , ' said he . ' the students have quite turned your head , for",confused .,very confused .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,1.6666666666666667,5,3,-1.2855494,-1.2868223
130,how did the farmer feel when his pears disappeared ?,implicit,"when the bonze had begun to make his magic , the farmer , too , had mingled with the crowd . with neck outstretched and staring eyes he had stood there and had entirely forgotten the business he hoped to do with his pears . when the bonze had gone off he turned around to look after his cart . his pears had all disappeared . then he realized that the pears the bonze had divided had been his own . he looked more closely , and the axle of his cart had disappeared . it was plainly evident that it ha",mad .,rage .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,-1.6114434,-1.6832215
131,why did harold laugh angrily at snorro the dwarf ?,implicit,"so he made haste to hire a boat , and soon he was speeding over the tossing waters on his way to the island of hoy . when he arrived there he hurried up the lonely valley to where the dwarfie stone stood , and he had no difficulty in finding its uncanny occupant , for snorro was standing at the hole that served as a door , his raven on his shoulder , gazing placidly at the setting sun . a curious smile crossed his face when , hearing the sound of approaching footsteps , he turned round and his e",snorro did not understand why he needed a love - potion .,snorro had questioned why a women would not love harold .,harold laughed at snorro,0.14285714285714288,0.0,0.14285714285714288,0.14285714285714288,0.28571428571428575,0.0,0.14285714285714288,0.14285714285714288,0.04862652376060361,"[0.4, 0.25, 0.3333333333333333, 0.5]",0.1353352832366127,0.3333333333333333,4,12,0.06909866532427987,"[0.6, 0.25, 0.3333333333333333, 0.5]",0.17377394345044514,0.36363636363636365,4,11,-1.1992645,-0.9137205
132,how did ian feel after he reached the place where the lady lived ?,implicit,"' bear me to the kingdom of the king under the waves , ' he answered , and one little bird flew on to his head , and the others perched on each of his shoulders , and he shut his eyes , and in a moment there he was in the country under the sea . then the birds flew away , and the young man looked about him , his heart beating fast at the thought that here dwelt the lady whom he had sought all the world over . he walked on through the streets , and presently he reached the house of a weaver who w",nervous .,excited .,glad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30934850332660563,"[0.5, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.30934850332660563,"[0.5, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,-0.9837429,0.13178995
133,what did the gentleman do after he caught up with the old woman ?,implicit,"left to himself , the full horror of his coming death rushed upon the young man , and he understood that he had thrown away his sole chance of life . well , if he must , he must , he said to himself , and began to run as fast as he could after the old crone , who by this time could scarcely be seen , even in the moonlight . who would have believed a woman past ninety could walk with such speed ? it seemed more like flying ! but at length , breathless and exhausted , he reached her side , and gas",apologized to her .,"he said "" i was wrong , and will thankfully accept the offer you made me "" .",He ran as fast as he could,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.09523809523809523,0.09523809523809523,0.1561969968460128,"[0.125, 0.14285714285714285, 0.16666666666666666, 0.2]",1.0,1.75,7,4,0.038589346254072475,"[0.25, 0.14285714285714285, 0.16666666666666666, 0.2]",0.20774818714360088,0.3888888888888889,7,18,-1.2805308,-1.245056
134,why did lady morna tell harold that she was engaged to his brother ?,implicit,"now , when the countess fraukirk had been away upon her wicked errand , strange things were happening at the castle at kirkwall . for harold , encouraged by his brother 's absence , offered his heart and hand once more to the lady morna . once more she refused him , and in order to make sure that the scene should not be repeated , she told him that she had plighted her troth to his brother . when he heard that this was so , rage and fury were like to devour him . mad with anger , he rushed from ",she did not want him to bother her anymore .,top stop harold from proposing again .,Because she was a child .,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.1255107248036171,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.513417119032592,0.6,6,10,0.1869843520537038,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.846481724890614,0.8571428571428571,6,7,-1.4608544,-1.4805495
135,what will happen after lady morna accepts the countess helga's invitation ?,implicit,"but that was just the very thing that happened . the lady morna , thinking no evil , accepted the countess helga 's invitation , and no sooner had the party arrived back in orkney than paul , charmed with the grace and beauty of the fair irish maiden , fell head over ears in love with her . and the lady morna , from the very first hour that she saw him , returned his love . of course this state of things could not long go on hidden , and when harold realised what had happened his anger and jealo",paul will meet lady morna .,she will fall in love with paul .,The party will arrive in orkney,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.30769230769230765,0.0,0.30769230769230765,0.30769230769230765,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.0,6,6,0.17516432701748888,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,-1.0412891,-1.3253574
136,why did harold rush out of the room ?,implicit,""" for whom hast thou purchased that ? "" he asked , hoping to hear that it was intended for him . "" tis a christmas gift for thy brother paul , "" answered his mother , and she would have gone on to tell him how deadly a thing it was , had he given her time to speak . but her words fanned his fury into madness , for it seemed to him that this hated brother of his was claiming everything . "" everything is for paul ! i am sick of his very name , "" he cried . "" by my troth , he shall not have this ! ",he wanted to show lady morna .,to show lady morna how fine he was .,to show the lady morna how fine he was,0.6666666666666667,0.3076923076923077,0.5333333333333333,0.5333333333333333,0.9411764705882353,0.7999999999999999,0.9411764705882353,0.9411764705882353,0.24446151121745052,"[0.6, 0.3333333333333333, 0.125, 0.14285714285714285]",1.0,1.2857142857142858,9,7,0.7071067811865475,"[0.9, 0.7777777777777778, 0.625, 0.5714285714285714]",1.0,1.0,9,9,0.02812396,0.9276863
137,how did the princess feel after she saw ian ?,implicit,"so the gallows was built upon a high platform , and the fisher 's son mounted the steps up to it , and turned at the top to make the speech that was expected from every doomed man , innocent or guilt . as he spoke he happened to raise his arm , and the king 's daughter , who was there at her father 's side , saw the name which she had written under it . with a shriek she sprang from her seat , and the eyes of the spectators were turned towards her . ' stop ! stop ! ' she cried , hardly knowing w",surprised .,very happy .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,1.6666666666666667,5,3,-1.3544338,-1.2131515
138,why was the young king very sad ?,implicit,"when he had been home a few days , his mother wanted him to go up to the castle and show the king what a man he had grown to be . his father said : "" no , he had better not do that , for we will have to do without him in the meantime . "" but there was no help for it , the mother begged and pleaded until he went . when he got there he was more splendidly dressed and fitted out than the other king . this did not suit the latter , and he said : "" you can see what my queen looks like , but i can not",he missed his queen .,he had no way of getting back to his wife .,the beasts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14256747717620566,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.22313016014842982,0.4,2,5,0.007098016733205634,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.011108996538242306,0.18181818181818182,2,11,-1.351796,-1.5912329
139,why did maie row out to sea on sunday night ?,implicit,"' we shall require a better house , ' said maie the following summer ; ' the old one is too small for ourselves and the men . ' ' yes , ' said matte . so he built a large cottage , with a real lock to the door , and a store - house for fish as well ; and he and his men caught such quantities of fish that they sent tons of salmon , herring , and cod to russian and sweden . ' i am quite overworked with so many folk , ' said maie ; ' a girl to help me would not come amiss . ' ' get one , then , ' s",she needed to sing the magic rhyme .,to sing the magic rhyme and get three cows .,Maie rowed out to sea on sunday night,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.11764705882352941,0.0,0.11764705882352941,0.11764705882352941,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.0,8,8,0.12489309605176803,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",0.7788007830714049,0.8,8,10,-1.4295485,-1.4515344
140,why did the poor widow give a piteous cry ?,implicit,"a joyful woman was the mistress of kittlerumpit when she saw it do this , for she felt that her rent was safe ; and in her relief and gratitude she would have kissed the hem of the strange lady 's green gown , if she would have allowed it , but she would not . "" no , no , "" said she , and her voice sounded harsher than ever . "" let us have no fine meanderings , but let us stick to our bargain . i have done my part , and mended the pig ; now ye must do yours , and give me what i like to ask -- yo",the old woman was a wicked fairy .,the green - clad lady was a fairy .,None of the above choices .,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.17516432701748888,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,0.14827340167306757,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.6065306597126334,0.6666666666666666,6,9,-1.6306329,-1.5860012
141,why did snorro the dwarf smile when he heard harold coming towards him ?,implicit,"so he made haste to hire a boat , and soon he was speeding over the tossing waters on his way to the island of hoy . when he arrived there he hurried up the lonely valley to where the dwarfie stone stood , and he had no difficulty in finding its uncanny occupant , for snorro was standing at the hole that served as a door , his raven on his shoulder , gazing placidly at the setting sun . a curious smile crossed his face when , hearing the sound of approaching footsteps , he turned round and his e",he smelled gold .,he scenter more gold .,he wanted to be a knight,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.2,0.0,0.2,0.2,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.5,6,4,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.2,6,5,-1.3605561,-1.4222358
142,how did ahti feel after he was hit by stones ?,implicit,"maie loaded her boat with stones and went out to sea . the fiddler was with her , and fiddled so finely that ahti and wellamos and all the sea 's daughters rose to the surface of the water to listen to the music . ' what is that shining so brightly in the waves ? ' asked maie . ' that is sea foam glinting in the sunshine , ' answered the fiddler . ' throw out the stones , ' said maie . the people in the boat began to throw out the stones , splash , splash , right and left , into the foam . one s",furious .,angry .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,-1.7052964,-1.6456861
