id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bertscore_f1_a1,bertscore_f1_a2,bleurt_score_a1,bleurt_score_a2
156,why did the demon chief take the old man's wen ?,implicit,"then said one of the demon 's attendants kneeling behind the chief : "" the token he leaves with us must be the most important thing to him in his possession . i see the old man has a wen on his right cheek . now mortal men consider such a wen very fortunate . let my lord take the lump from the old man 's right cheek , and he will surely come to - morrow , if only to get that back . "" "" you are very clever , "" said the demon chief , giving his horns an approving nod . then he stretched out a hair",the demon chief wanted the old man to come again .,mortal men considered such a wen very fortunate .,None of the above choices,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.08222966016687185,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.301194211912202,0.45454545454545453,5,11,0.1031546451143688,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.4493289641172217,0.5555555555555556,5,9,0.8439775705337524,0.8321763277053833,-1.4383045,-1.2981449
157,why did maie want her husband to set the herring-net on saturday ?,implicit,"but the herring were now ready , and the students ate enough for six , and gave prince some cold meat which they happened to have in the boat . prince sat on his hind legs with delight and mewed like a pussy cat . when all was finished , the students handed matte a shining silver coin , and allowed him to fill his pipe with a special kind of tobacco . they then thanked him for his kind hospitality and went on their journey , much regretted by prince , who sat with a woeful expression and whined ",she wanted to try the magic rhymes .,she wanted to recite the magic rhymes .,None of the above choices,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.14983220973977976,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,0.14983220973977976,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,0.847981333732605,0.846596360206604,-1.5593864,-1.4515959
158,why did the king have the cook sent to him again ?,implicit,"but when the dance was ended , she disappeared again so quickly that the king could not see which way she went . she ran to her little room and changed herself once more into the many - furred creature , and went into the kitchen to cook the bread - soup . when the cook was upstairs , she fetched the golden spinning - wheel and put it in the dish so that the soup was poured over it . it was brought to the king , who ate it , and liked it as much as the last time . he had the cook sent to him , a",he found a golden spinning - wheel in the soup .,he really liked the soup .,the king was a witch,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.20000000000000004,0.0,0.20000000000000004,0.20000000000000004,0.0910020781697788,"[0.5, 0.2, 0.25, 0.3333333333333333]",0.301194211912202,0.45454545454545453,5,11,0.22352339099197038,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.8187307530779819,0.8333333333333334,5,6,0.8570472002029419,0.8450654745101929,-1.3950185,-1.5387139
159,how did the three tailors feel after they saw the bannock ?,implicit,"now , it chanced that this house belonged to a tailor , and he and his two apprentices were sitting cross - legged on the top of a big table by the window , sewing away with all their might , while the tailor 's wife was sitting beside the fire carding lint . when the wee bannock came trundling across the floor , all three tailors got such a fright that they jumped down from the table and hid behind the master tailor 's wife . "" hoot , "" she said , "" what a set of cowards ye be ! it is but a nic",frightened .,frightened .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.851229727268219,0.851229727268219,-1.5112153,-1.5112153
160,what did the princess decide to do ?,implicit,"' the birds in the box told me , ' answered he , but he could say no more , as they stepped out into the open space that was crowded with people . there the princes stopped . ' o kings ! ' she said , turning towards them , ' if one of you were killed to - day , the rest would fly ; but this man put his trust in me , and had his head cut off three times . because he has done this , i will marry him rather than one of you , who have come hither to we d me , for many kings here sought to free me fr",marry ian .,marry him .,The princess decided to marry him,0.25,0.0,0.25,0.25,0.5,0.33333333333333337,0.5,0.5,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,2.0,6,3,0.2907153684841096,"[0.42857142857142855, 0.3333333333333333, 0.2, 0.25]",1.0,2.0,6,3,0.8204941153526306,0.8656558394432068,-1.0315323,-0.24783848
161,what happened because the happy hunter did not know hot to fish properly ?,implicit,"the happy hunter took his brother 's much - prized fishing hook and rod and went down to the seashore and sat down on the rocks . he baited his hook and then threw it into the sea clumsily . he sat and gazed at the little float bobbing up and down in the water , and longed for a good fish to come and be caught . every time the buoy moved a little he pulled up his rod , but there was never a fish at the end of it , only the hook and the bait . if he had known how to fish properly , he would have ",he was unable to catch any fish .,he had lost his hook .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1259933680597235,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,0.18796001821050234,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.8187307530779819,0.8333333333333334,5,6,0.8362768292427063,0.8432863354682922,-1.3365984,-1.2423064
162,why did the king's wife tell the king the new queen had to be as beautiful as her ?,implicit,"there was once upon a time a king who had a wife with golden hair , and she was so beautiful that you could n't find anyone like her in the world . it happened that she fell ill , and when she felt that she must soon die , she sent for the king , and said , ' if you want to marry after my death , make no one queen unless she is just as beautiful as i am , and has just such golden hair as i have . promise me this . ' after the king had promised her this , she closed her eyes and died . for a long",she wanted to preserve her image .,so that the king would never marry .,None of the above choices,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.15388864725803575,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.6703200460356393,0.7142857142857143,5,7,0.14983220973977976,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,0.8424723744392395,0.8426719903945923,-1.0885152,-1.3295678
163,why did the farmer hastened after the bonze ?,implicit,"when the bonze had begun to make his magic , the farmer , too , had mingled with the crowd . with neck outstretched and staring eyes he had stood there and had entirely forgotten the business he hoped to do with his pears . when the bonze had gone off he turned around to look after his cart . his pears had all disappeared . then he realized that the pears the bonze had divided had been his own . he looked more closely , and the axle of his cart had disappeared . it was plainly evident that it ha",he believed the bonze stole his pears .,the bonze gave away his pears and broke the axle of his cart .,Because he wanted to make his magic,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.1,0.0,0.1,0.1,0.17820132316770915,"[0.375, 0.14285714285714285, 0.16666666666666666, 0.2]",0.8668778997501817,0.875,7,8,0.06833381956448398,"[0.25, 0.14285714285714285, 0.16666666666666666, 0.2]",0.36787944117144233,0.5,7,14,0.8451575040817261,0.8402469158172607,-1.4609438,-1.4794277
164,what will the happy hunter do because he is homesick ?,implicit,"between the sea realm and the earth there was no difference in the night of time , and the happy hunter found that three years went fleeting quickly by in this delightful land . the years pass swiftly when any one is truly happy . but though the wonders of that enchanted land seemed to be new every day , and though the sea king 's kindness seemed rather to increase than to grow less with time , the happy hunter grew more and more homesick as the days passed , and he could not repress a great anx",try to go home .,runaway back home .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,1.0,5,5,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,1.25,5,4,0.8399328589439392,0.8346300721168518,-0.9890699,-1.5113457
165,what will happen because the monkey is clever ?,implicit,"the monkey grew more and more curious and suspicious , and urged the jelly fish to tell him for what his liver was wanted , and ended up by appealing to his hearer 's feelings by saying that he was very troubled at what he had been told . then the jelly fish , seeing how anxious the monkey looked , was sorry for him , and told him everything . how the dragon queen had fallen ill , and how the doctor had said that only the liver of a live monkey would cure her , and how the dragon king had sent h",the monkey will escape .,he might escape .,None of the above choices,0.22222222222222224,0.0,0.22222222222222224,0.22222222222222224,0.0,0.0,0.0,0.0,0.2730120862709067,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",1.0,1.0,5,5,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,1.25,5,4,0.8437456488609314,0.8458678722381592,-1.4750443,-1.246168
166,why did the witch's ointment not work ?,implicit,"it was nearly midnight before he returned to the palace , but , instead of entering , he went down to the shore and hid behind a rock . he had scarcely done so when the girl came out of the sea , and stretched out her arms towards his window . in an instant the prince had seized her hand , and though she made a frightened struggle to reach the water - for she in her turn had had a spell laid upon her - he held her fast . ' you are my own wife , and i shall never let you go , ' he said . but the ",the rightful bride had not really been drowned in the sea .,the rightful bride was not drowned in the sea .,stepmother,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4044400323157705e-05,"[0.5, 1.0, 1.0, 1.0]",1.670170079024566e-05,0.08333333333333333,1,12,0.00010377486186365205,"[0.5, 1.0, 1.0, 1.0]",0.00012340980408667956,0.1,1,10,0.8179599046707153,0.8322864770889282,-1.7763479,-1.5698212
167,why did the man get back in the tree ?,implicit,"but on looking out from the tree , what was his amazement to see , not his friends , but hundreds of demons coming towards the spot . the more he looked , the greater was his astonishment . some of these demons were as large as giants , others had great big eyes out of all proportion to the rest of their bodies , others again had absurdly long noses , and some had such big mouths that they seemed to open from ear to ear . all had horns growing on their foreheads . the old man was so surprised at",he did not want to be seen by the demons .,he did not want to be seen by the demons .,He lost his balance .,0.14285714285714288,0.0,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.0,0.14285714285714288,0.14285714285714288,0.08222966016687185,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.301194211912202,0.45454545454545453,5,11,0.08222966016687185,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.301194211912202,0.45454545454545453,5,11,0.890968918800354,0.890968918800354,-0.9948336,-0.9948336
168,how did andrew feel when he saw his brother and boat far out ?,implicit,"but his brother complained of being weary , and at length they decided to remain there for the night . when andrew awoke he found himself alone ; and he saw neither brother nor boat , until he came to the highest point of the island . then he discovered him far out , darting for land like a sea - gull . andrew did not understand the whole affair . there were still provisions there , as well as a dish of curd , his gun and various other things . so andrew wasted but little time in thought . "" he ",confused .,he thought him to be a fool .,andrew did not understand the whole affair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1561969968460128,"[0.125, 0.14285714285714285, 0.16666666666666666, 0.2]",1.0,3.5,7,2,0.13540372457315733,"[0.125, 0.14285714285714285, 0.16666666666666666, 0.2]",0.8668778997501817,0.875,7,8,0.8265441060066223,0.8731743693351746,-1.2575244,-0.9929231
169,why did the prince ring his bell once ?,implicit,"but no sooner had they reached the grass than she vanished . the prince sought for her in vain , and at last in despair sat down on a big stone and contemplated his sad fate . as he sat thus lost in thought , he noticed an eagle flying over his head . then he suddenly bethought him of his little bell , and taking it out of his pocket he rang it once . in a moment he heard a rustling sound in the air beside him , and the king of the eagles sank at his feet .",he wanted king of the eagles to appear .,he wants the king of the eagles to appear .,The eagle was flying over his head .,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.125,0.0,0.125,0.125,0.1415224185897875,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",0.8824969025845955,0.8888888888888888,8,9,0.12489309605176803,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",0.7788007830714049,0.8,8,10,0.8848058581352234,0.8752456307411194,-0.65592045,-0.5760886
170,what did molo need to do to help tsui meet the slave girl ?,implicit,""" nothing easier , "" said molo . "" on the fifteenth we will take two pieces of dark silk and wrap ourselves up in them , and thus i will carry you there . yet there is a wild dog on guard at the slave girl 's court , who is strong as a tiger and watchful as a god . no one can pass by him , so he must be killed . "" when the appointed day had come , the servant said : "" there is no one else in the world who can kill this dog but myself ! "" full of joy the youth gave him meat and wine , and the old",kill the wild dog on guard at the girl 's court .,carry tsui there .,None of the above choices,0.12500000000000003,0.0,0.12500000000000003,0.12500000000000003,0.0,0.0,0.0,0.0,0.06732395159376953,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.2465969639416065,0.4166666666666667,5,12,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,1.25,5,4,0.831028163433075,0.8195371031761169,-1.5456152,-1.3957089
171,how did the widowed mistress feel after she saw her dying pig ?,implicit,"but the song was quickly changed into a cry of despair when she reached the pig - stye , for there lay her cherished pig on its back , with its legs in the air and its eyes shut , just as if it were going to breathe its last breath . "" what shall i do ? what shall i do ? "" cried the poor woman , sitting down on a big stone and clasping her boy to her breast , heedless of the fact that she had dropped her bucket , and that the pig's - meat was running out , and that the hens were eating it . "" fi",sad .,despair .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.8517926335334778,0.8477587699890137,-1.3250598,-1.2919567
172,why did everyone acknowledge the gentleman as the next king ?,implicit,"' by and bye i was born , and was brought up by my grandfather in one of his great houses . here are the rings you gave to my mother , and here is the cross , and these will prove if i am your son or not . ' as he spoke the young man laid the jewels at the feet of the king , and the nobles and the judges pressed round to examine them . the king alone did not move from his seat , for he had forgotten the hall of justice and all about him , and saw only the apple - orchard , as it was twenty years",the prince was adopted .,"the king said "" and let everyman present swear to acknowledge him as king , after my death "" .",None of the above choices,0.22222222222222224,0.0,0.22222222222222224,0.22222222222222224,0.09523809523809523,0.0,0.09523809523809523,0.09523809523809523,0.2730120862709067,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",1.0,1.0,5,5,0.0135924714044228,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.049787068367863944,0.25,5,20,0.8384650945663452,0.8135340809822083,-1.4348183,-1.3508815
173,why did the old woman approach the gentleman ?,implicit,"' sir , ' she said , ' i know all that has happened to you , and how you are seeking if in any wise you can save your life . but there is none that can answer that question save only i myself , if you will promise to do all i ask . ' at her words the prisoner felt as if a load had all at once been rolled off him . ' oh , save me , and i will do anything ! ' he cried . ' it is so hard to leave the world and go out into the darkness . ' ' you will not need to do that , ' answered the old woman , '",she knew the answer he was seeking for .,to offer him the counsel he seeked .,She wanted to be free,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.1031546451143688,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.4493289641172217,0.5555555555555556,5,9,0.14983220973977976,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,0.862730085849762,0.8607089519500732,-0.55193835,-1.0888768
174,what will happen after lady morna accepts the countess helga's invitation ?,implicit,"but that was just the very thing that happened . the lady morna , thinking no evil , accepted the countess helga 's invitation , and no sooner had the party arrived back in orkney than paul , charmed with the grace and beauty of the fair irish maiden , fell head over ears in love with her . and the lady morna , from the very first hour that she saw him , returned his love . of course this state of things could not long go on hidden , and when harold realised what had happened his anger and jealo",paul will meet lady morna .,she will fall in love with paul .,The party will be rescheduled,0.20000000000000004,0.0,0.20000000000000004,0.20000000000000004,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.22352339099197038,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.8187307530779819,0.8333333333333334,5,6,0.14983220973977976,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,0.8429260849952698,0.8445572257041931,-1.3977339,-1.4578866
175,how did the fiddler feel as he played merrily ?,implicit,"the fiddler knew neither rest nor repose , and did not pass his cap , but played merrily on with his left hand , and beat time with his foot , until he was dripping with sweat , and the fiddle was hidden by the dust and smoke . when andrew noticed that his own feet began to twitch where he was standing , he thought to himself : "" now i had better shoot away , or else he will play me right off the ground ! "" so he turned his gun , thrust it through the window , and shot it off over the bride 's h",tired .,exhausted .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.8497185111045837,0.8463457226753235,-1.6141512,-1.7680545
176,how did the merchant feel when he came to the tavern ?,implicit,"now when the merchant had sailed on for a while , a terrible storm broke loose , a thunderstorm without an equal , and he drifted and drifted , and did not know where or whither . at last he came to a land where he had never yet been , and went up into the city . in the tavern which he entered the table was set , and at every place lay a switch , one for each guest . this seemed strange to the merchant , for he could not understand what was to be done with all the switches . yet he sat down and ",confused .,confused .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.8510812520980835,0.8510812520980835,-1.2855494,-1.2855494
177,why did the skillful fisher agree with his brother's proposal ?,implicit,"one day the happy hunter came to his brother , the skillful fisher , and said : "" well , my brother , i see you go to the sea every day with your fishing rod in your hand , and when you return you come laden with fish . and as for me , it is my pleasure to take my bow and arrow and to hunt the wild animals up the mountains and down in the valleys . for a long time we have each followed our favorite occupation , so that now we must both be tired , you of your fishing and i of my hunting . would i",he thought it was a good idea .,he did not think it was a bad idea .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1259933680597235,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,0.08445588027797912,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.36787944117144233,0.5,5,10,0.8467631340026855,0.8466851711273193,-0.6285787,-0.6335235
178,what did the gentleman do after he caught up with the old woman ?,implicit,"left to himself , the full horror of his coming death rushed upon the young man , and he understood that he had thrown away his sole chance of life . well , if he must , he must , he said to himself , and began to run as fast as he could after the old crone , who by this time could scarcely be seen , even in the moonlight . who would have believed a woman past ninety could walk with such speed ? it seemed more like flying ! but at length , breathless and exhausted , he reached her side , and gas",apologized to her .,"he said "" i was wrong , and will thankfully accept the offer you made me "" .",The gentleman ran as fast as he could,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.13485111859503685,"[0.1111111111111111, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,2.0,8,4,0.04594560238169569,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",0.2865047968601901,0.4444444444444444,8,18,0.8157466053962708,0.8260112404823303,-1.321233,-1.2265584
179,why did matte sit up at midnight ?,implicit,"about midnight the fisherman sat up , and said to his wife : ' dost thou hear anything ? ' ' no , ' said she . ' i think the twirling of the weathercock on the roof bodes ill , ' said he ; ' we shall have a storm . ' ' oh , it is nothing but your fancy , ' said his wife . matte lay down , but soon rose again . ' the weathercock is squeaking now , ' said he . ' just fancy ! go to sleep , ' said his wife ; and the old man tried to . for the third time he jumped out of bed . ' ho ! how the weather ",he heard the weathercocks .,he can hear the sounds of a storm .,matte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015401555084618098,"[0.5, 1.0, 1.0, 1.0]",0.01831563888873418,0.2,1,5,0.0002820893212548129,"[0.5, 1.0, 1.0, 1.0]",0.00033546262790251185,0.1111111111111111,1,9,0.8284880518913269,0.8405116200447083,-1.0320773,-1.1763638
180,how did the two eldest sons treat the little grey man ?,implicit,"there was once a man who had three sons . the youngest of them was called dullhead , and was sneered and jeered at and snubbed on every possible opportunity . one day it happened that the eldest son wished to go into the forest to cut wood , and before he started his mother gave him a fine rich cake and a bottle of wine , so that he might be sure not to suffer from hunger or thirst . when he reached the forest he met a little old grey man who wished him ' good - morning , ' and said : ' do give ",poorly .,unkindly .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.8481349945068359,0.7973135113716125,-0.89572805,-1.1070467
181,what will happen because the jelly fish asked about the monkey's liver ?,implicit,"thus they went along , the jelly fish skimming through the waves with the monkey sitting on his back . when they were about half - way , the jelly fish , who knew very little of anatomy , began to wonder if the monkey had his liver with him or not ! "" mr . monkey , tell me , have you such a thing as a liver with you ? "" the monkey was very much surprised at this queer question , and asked what the jelly fish wanted with a liver . "" that is the most important thing of all , "" said the stupid jell",the monkey will become suspicious .,the monkey will get suspicious .,None of the above choices,0.20000000000000004,0.0,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.0,0.20000000000000004,0.20000000000000004,0.22352339099197038,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.8187307530779819,0.8333333333333334,5,6,0.22352339099197038,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.8187307530779819,0.8333333333333334,5,6,0.8458407521247864,0.8454362750053406,-1.36931,-1.3942032
182,how did the widowed mistress find out the old woman's name ?,implicit,"now in this fir wood there was an old quarry hole , in the bottom of which was a bonnie spring well , the water of which was always sweet and pure . the young widow was walking near this quarry hole , when , to her astonishment , she heard the whirr of a spinning - wheel and the sound of a voice lilting a song . at first she could not think where the sound came from ; then , remembering the quarry , she laid down her child at a tree root , and crept noiselessly through the bushes on her hands an",the old woman revealed her name in a song .,the fairy sang a song with her name in it .,the old woman was a thief,0.5333333333333333,0.3076923076923077,0.5333333333333333,0.5333333333333333,0.25,0.0,0.25,0.25,0.2231931376573339,"[0.7142857142857143, 0.5, 0.4, 0.25]",0.513417119032592,0.6,6,10,0.10624253482403696,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.43459820850707814,0.5454545454545454,6,11,0.9325219392776489,0.8827954530715942,-1.311146,-1.4473673
183,what did the tailor's wife and the three tailors want to do with the bannock after they caught it ?,implicit,"now , it chanced that this house belonged to a tailor , and he and his two apprentices were sitting cross - legged on the top of a big table by the window , sewing away with all their might , while the tailor 's wife was sitting beside the fire carding lint . when the wee bannock came trundling across the floor , all three tailors got such a fright that they jumped down from the table and hid behind the master tailor 's wife . "" hoot , "" she said , "" what a set of cowards ye be ! it is but a nic",eat the bannock .,split it between them and drink milk .,None of the above choices,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.2730120862709067,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",1.0,1.25,5,4,0.1259933680597235,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,0.8275542855262756,0.824739396572113,-1.6134081,-1.5333117
184,what will harold do after he receives the love-potion ?,implicit,"snorro saw that he was in earnest , so without a word he entered his dwelling , and in a few minutes returned with a small phial in his hand , which was full of a rosy liquid . "" pour the contents of this into the lady morna 's wine - cup , "" he said , "" and i warrant thee that before four - and - twenty hours have passed she will love thee better than thou lovest her now . "" then he waved his hand , as if to dismiss his visitor , and disappeared into his dwelling - place . earl harold made all ",he will return home .,give lady morna the love potion in her wine .,he will go to the castle,0.4,0.25,0.4,0.4,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.2907153684841096,"[0.42857142857142855, 0.3333333333333333, 0.2, 0.25]",1.0,1.2,6,5,0.11341174240707227,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.513417119032592,0.6,6,10,0.9073386788368225,0.8691022992134094,0.15599453,-1.4430543
185,how did the gentleman feel after he realized how fast the old woman ran from him ?,implicit,"left to himself , the full horror of his coming death rushed upon the young man , and he understood that he had thrown away his sole chance of life . well , if he must , he must , he said to himself , and began to run as fast as he could after the old crone , who by this time could scarcely be seen , even in the moonlight . who would have believed a woman past ninety could walk with such speed ? it seemed more like flying ! but at length , breathless and exhausted , he reached her side , and gas",surprised .,impressed .,exhausted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30934850332660563,"[0.5, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.30934850332660563,"[0.5, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.9083161354064941,0.9064251184463501,-0.5936721,-0.887111
186,what happened because the happy hunter pulled up his rod every time the buoy moved ?,implicit,"the happy hunter took his brother 's much - prized fishing hook and rod and went down to the seashore and sat down on the rocks . he baited his hook and then threw it into the sea clumsily . he sat and gazed at the little float bobbing up and down in the water , and longed for a good fish to come and be caught . every time the buoy moved a little he pulled up his rod , but there was never a fish at the end of it , only the hook and the bait . if he had known how to fish properly , he would have ",he could n't catch any fish .,he did not catch a single fish .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15388864725803575,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.6703200460356393,0.7142857142857143,5,7,0.1259933680597235,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,0.8330402970314026,0.8556804656982422,-1.446165,-1.3663074
187,what did the gentleman reveal when he was at the trial ?,implicit,"the hall was full to overflowing when the prisoner entered it , and all marvelled at the brightness of his face . the king inquired if he had any excuse to plead for the high treason he had committed by striking the heir to the throne , and , if so , to be quick in setting it forth . with a low bow the youth made answer in a clear voice : ' o my lord and gracious king , and you , nobles and wise men of the land , i leave my cause without fear in your hands , knowing that you will listen and judg",the prince was adopted .,the queen adopted in secret the baby of a poor quarryman .,He had a son,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.23530495254141282,"[0.2, 0.25, 0.3333333333333333, 0.5]",0.7788007830714049,0.8,4,5,0.04862652376060361,"[0.4, 0.25, 0.3333333333333333, 0.5]",0.1353352832366127,0.3333333333333333,4,12,0.8839242458343506,0.8636895418167114,-0.8947509,-1.5650883
188,why didn't maie have a junket or a can of fresh milk ?,implicit,"maie sighed . she knew well that her husband was right , but she could not give up the idea of a cow . the buttermilk no longer tasted as good as usual in the coffee ; she thought of sweet cream and fresh butter , and of how there was nothing in the world to be compared with them . one day as matte and his wife were cleaning herring on the shore they heard prince barking , and soon there appeared a gaily painted boat with three young men in it , steering towards the rock . they were students , o",she did not own a cow .,because they have no cow .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15388864725803575,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.6703200460356393,0.7142857142857143,5,7,0.18796001821050234,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.8187307530779819,0.8333333333333334,5,6,0.840180516242981,0.8448781967163086,-1.5241523,-1.6018232
189,what will happen after the magic web arrives ?,implicit,"but the wily countess offered him much gold , and bribed him higher and higher , first with wealth , then with success , and lastly she promised to obtain for him a high post at the court of the king of scotland ; and at that his ambition stirred within him , his determination gave way , and he consented to do what she asked . "" i will summon my magic loom , "" he said , "" and weave a piece of cloth of finest texture and of marvellous beauty ; and before i weave it i will so poison the thread wit",the two countesses will make a waistcoat from the thread .,countess fraukirk will give it to paul .,countess,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,3.817663819004394e-05,"[0.5, 1.0, 1.0, 1.0]",4.5399929762484854e-05,0.09090909090909091,1,11,0.0009118819655545162,"[1.0, 1.0, 1.0, 1.0]",0.0009118819655545162,0.125,1,8,0.8423892855644226,0.8056613802909851,-1.6704328,-1.8728678
